timestep_time,vehicle_acceleration,vehicle_actualBatteryCapacity,vehicle_chargingStationId,vehicle_energyCharged,vehicle_energyChargedInTransit,vehicle_energyChargedStopped,vehicle_energyConsumed,vehicle_id,vehicle_lane,vehicle_maximumBatteryCapacity,vehicle_posOnLane,vehicle_speed,vehicle_timeStopped,vehicle_x,vehicle_y
122.00,0.0000,4538.4627,NULL,0.0000,0.0000,0.0000,0.0006,78,2_LaneL_2_0,10000.0000,82.8990,0.0000,33,-190.9490,4.9500
122.00,0.1011,1939.7270,NULL,0.0000,0.0000,0.0000,79.2950,79,2_LaneMid_Up_1_0,10000.0000,64.5373,13.4328,0,-295.0500,-27.4127
122.00,-0.0002,2873.4866,NULL,0.0000,0.0000,0.0000,0.0006,80,2_LaneL_3_0,10000.0000,69.8968,0.0000,6,-77.9468,4.9500
122.00,0.0000,3988.5400,NULL,0.0000,0.0000,0.0000,0.0006,81,1_LaneR_2_0,10000.0000,76.3979,0.0000,18,-115.5521,95.0500
122.00,0.0000,3450.9888,NULL,0.0000,0.0000,0.0000,0.0006,82,1_LaneL_2_0,10000.0000,76.3979,0.0000,9,-184.4479,104.9500
122.00,0.0000,4541.5748,NULL,0.0000,0.0000,0.0000,0.0006,83,2_LaneL_1_1,10000.0000,82.8990,0.0000,28,-290.9490,1.6500
122.00,0.0000,4003.4242,NULL,0.0000,0.0000,0.0000,0.0006,84,2_LaneL_4_0,10000.0000,82.8990,0.0000,19,9.0510,4.9500
122.00,0.0000,3485.1355,NULL,0.0000,0.0000,0.0000,0.0006,85,2_LaneL_1_1,10000.0000,63.3959,0.0000,9,-271.4459,1.6500
122.00,0.0000,4041.6244,NULL,0.0000,0.0000,0.0000,0.0006,86,2_LaneL_4_0,10000.0000,76.3979,0.0000,17,15.5521,4.9500
122.00,0.0000,4540.4483,NULL,0.0000,0.0000,0.0000,0.0006,87,1_LaneL_1_1,10000.0000,82.8990,0.0000,23,-290.9490,101.6500
122.00,0.0000,4539.5279,NULL,0.0000,0.0000,0.0000,0.0006,88,3_LaneL_3_0,10000.0000,82.8990,0.0000,22,-90.9490,-95.0500
122.00,0.0000,4539.7756,NULL,0.0000,0.0000,0.0000,0.0006,89,2_LaneL_3_0,10000.0000,82.8989,0.0000,21,-90.9489,4.9500
122.00,0.0000,4000.2404,NULL,0.0000,0.0000,0.0000,0.0006,90,1_LaneR_0_0,10000.0000,82.8990,0.0000,14,-309.0510,95.0500
122.00,0.0000,4535.5575,NULL,0.0000,0.0000,0.0000,0.0006,91,1_LaneL_3_0,10000.0000,82.8989,0.0000,20,-90.9489,104.9500
122.00,-0.1629,3350.2343,NULL,0.0000,0.0000,0.0000,0.1147,92,1_LaneR_0_1,10000.0000,82.8816,0.0236,1,-309.0684,98.3500
122.00,0.0000,4075.5850,NULL,0.0000,0.0000,0.0000,0.0006,93,2_LaneL_4_0,10000.0000,69.8969,0.0000,11,22.0531,4.9500
122.00,0.0000,4036.8851,NULL,0.0000,0.0000,0.0000,0.0006,94,1_LaneR_0_0,10000.0000,76.3979,0.0000,10,-315.5521,95.0500
122.00,0.0000,3997.4492,NULL,0.0000,0.0000,0.0000,0.0006,95,3_LaneR_0_0,10000.0000,82.8989,0.0000,10,-309.0511,-104.9500
122.00,0.0000,4002.7744,NULL,0.0000,0.0000,0.0000,0.0006,96,4_LaneL_3_0,10000.0000,82.8989,0.0000,7,-90.9489,-195.0500
122.00,-0.0322,3955.0176,NULL,0.0000,0.0000,0.0000,0.0325,97,3_LaneR_3_1,10000.0000,82.8939,0.0058,2,-9.0561,-101.6500
122.00,-0.6974,3397.8722,NULL,0.0000,0.0000,0.0000,63.2798,98,1_LaneMid_Dn_0_1,10000.0000,62.8257,12.8166,0,-401.6500,29.1243
122.00,-4.5000,3942.1334,NULL,0.0000,0.0000,0.0000,-3.7488,99,1_LaneL_1_0,10000.0000,78.9197,7.8457,0,-286.9697,104.9500
123.00,0.0000,2765.1849,NULL,0.0000,0.0000,0.0000,0.0006,0,2_LaneL_2_1,10000.0000,82.8989,0.0000,10,-190.9489,1.6500
123.00,0.0000,486.7791,NULL,0.0000,0.0000,0.0000,0.0006,10,3_LaneR_4_1,10000.0000,82.8989,0.0000,13,90.9489,-101.6500
123.00,-0.2544,3310.0406,NULL,0.0000,0.0000,0.0000,69.6765,100,csLane_1_1,10000.0000,125.8217,12.7270,0,-412.2026,209.8626
123.00,0.0000,553.6918,NULL,0.0000,0.0000,0.0000,0.0006,12,4_LaneMid_Dn_2_1,10000.0000,82.8989,0.0000,14,-201.6500,-290.9489
123.00,2.4789,574.4875,NULL,0.0000,0.0000,0.0000,32.8007,13,1_LaneL_3_0,10000.0000,75.8633,4.2279,0,-83.9133,104.9500
123.00,0.0000,3392.6615,NULL,0.0000,0.0000,0.0000,0.0006,15,2_LaneR_3_1,10000.0000,76.3979,0.0000,14,-15.5521,-1.6500
123.00,0.0000,2813.2516,NULL,0.0000,0.0000,0.0000,0.0006,17,0_LaneMid_Up_2_0,10000.0000,82.8989,0.0000,21,-195.0500,190.9489
123.00,0.0000,1653.9119,NULL,0.0000,0.0000,0.0000,0.0006,18,4_LaneMid_Dn_3_0,10000.0000,82.8990,0.0000,14,-104.9500,-290.9490
123.00,-0.0072,1751.2919,NULL,0.0000,0.0000,0.0000,0.0176,2,2_LaneL_1_0,10000.0000,76.3965,0.0030,2,-284.4465,4.9500
123.00,0.0001,3519.8890,NULL,0.0000,0.0000,0.0000,0.0012,20,2_LaneR_3_0,10000.0000,76.3979,0.0001,21,-15.5521,-4.9500
123.00,0.0000,2765.3877,NULL,0.0000,0.0000,0.0000,0.0006,21,3_LaneL_4_0,10000.0000,82.8990,0.0000,13,9.0510,-95.0500
123.00,0.0000,2175.0130,NULL,0.0000,0.0000,0.0000,0.0006,22,2_LaneL_1_0,10000.0000,82.8990,0.0000,19,-290.9490,4.9500
123.00,0.0000,2258.6748,NULL,0.0000,0.0000,0.0000,0.0006,23,2_LaneL_1_1,10000.0000,69.8969,0.0000,11,-277.9469,1.6500
123.00,0.0000,2769.2017,NULL,0.0000,0.0000,0.0000,0.0006,24,3_LaneL_2_1,10000.0000,82.8990,0.0000,19,-190.9490,-98.3500
123.00,0.0000,4014.5861,NULL,0.0000,0.0000,0.0000,0.0006,26,4_LaneL_1_0,10000.0000,82.8990,0.0000,21,-290.9490,-195.0500
123.00,-0.4222,1453.1201,NULL,0.0000,0.0000,0.0000,68.3795,27,1_LaneMid_Dn_5_0,10000.0000,7.4743,12.9608,0,95.0500,84.4757
123.00,-4.5000,1648.8643,NULL,0.0000,0.0000,0.0000,-3.4428,29,1_LaneL_0_1,10000.0000,71.0826,9.1332,0,-379.1326,101.6500
123.00,0.0000,3482.9659,NULL,0.0000,0.0000,0.0000,0.0006,31,3_LaneR_1_0,10000.0000,82.8989,0.0000,22,-209.0511,-104.9500
123.00,0.0000,1044.5615,NULL,0.0000,0.0000,0.0000,0.0006,32,1_LaneL_0_0,10000.0000,82.8990,0.0000,13,-390.9490,104.9500
123.00,0.0000,3351.2470,NULL,0.0000,0.0000,0.0000,0.0006,33,1_LaneR_1_1,10000.0000,82.8990,0.0000,20,-209.0510,98.3500
123.00,-1.5578,1606.8038,NULL,0.0000,0.0000,0.0000,43.6745,34,2_LaneMid_Dn_2_1,10000.0000,72.3014,11.4617,0,-201.6500,-80.3514
123.00,0.0000,4012.6577,NULL,0.0000,0.0000,0.0000,0.0006,35,2_LaneR_1_0,10000.0000,82.8990,0.0000,21,-209.0510,-4.9500
123.00,0.0000,2860.1573,NULL,0.0000,0.0000,0.0000,0.0006,37,2_LaneL_3_0,10000.0000,76.3979,0.0000,14,-84.4479,4.9500
123.00,0.0000,4015.1103,NULL,0.0000,0.0000,0.0000,0.0006,38,1_LaneR_2_0,10000.0000,82.8990,0.0000,23,-109.0510,95.0500
123.00,0.0000,4003.5847,NULL,0.0000,0.0000,0.0000,0.0006,39,4_LaneL_3_1,10000.0000,82.8990,0.0000,21,-90.9490,-198.3500
123.00,0.0000,3948.4832,NULL,0.0000,0.0000,0.0000,0.0006,40,2_LaneR_2_1,10000.0000,82.8990,0.0000,22,-109.0510,-1.6500
123.00,0.0000,4013.7053,NULL,0.0000,0.0000,0.0000,0.0006,41,2_LaneL_3_1,10000.0000,82.8990,0.0000,20,-90.9490,1.6500
123.00,0.0000,4012.0580,NULL,0.0000,0.0000,0.0000,0.0006,42,2_LaneR_3_0,10000.0000,82.8989,0.0000,22,-9.0511,-4.9500
123.00,-2.9338,2755.0276,NULL,0.0000,0.0000,0.0000,19.9256,43,0_LaneL_1_1,10000.0000,81.2782,10.7899,0,-289.3282,201.6500
123.00,0.0000,3978.0996,NULL,0.0000,0.0000,0.0000,0.0006,45,2_LaneL_1_1,10000.0000,76.3979,0.0000,20,-284.4479,1.6500
123.00,0.0000,2210.2532,NULL,0.0000,0.0000,0.0000,0.0006,46,4_LaneMid_Dn_2_0,10000.0000,82.8990,0.0000,16,-204.9500,-290.9490
123.00,0.0000,4014.0339,NULL,0.0000,0.0000,0.0000,0.0006,47,2_LaneR_3_1,10000.0000,82.8989,0.0000,16,-9.0511,-1.6500
123.00,-0.0014,2797.5828,NULL,0.0000,0.0000,0.0000,0.0006,48,1_LaneL_3_1,10000.0000,76.3978,0.0000,6,-84.4478,101.6500
123.00,0.0000,3940.7267,NULL,0.0000,0.0000,0.0000,0.0006,49,4_LaneR_2_1,10000.0000,82.8989,0.0000,18,-109.0511,-201.6500
123.00,0.0000,2811.2097,NULL,0.0000,0.0000,0.0000,0.0006,50,4_LaneR_4_1,10000.0000,82.8989,0.0000,21,90.9489,-201.6500
123.00,0.0000,3998.0688,NULL,0.0000,0.0000,0.0000,0.0006,51,2_LaneL_3_1,10000.0000,76.3980,0.0000,15,-84.4480,1.6500
123.00,0.0000,2289.1271,NULL,0.0000,0.0000,0.0000,0.0006,52,1_LaneL_0_1,10000.0000,82.8989,0.0000,21,-390.9489,101.6500
123.00,0.0000,2778.5498,NULL,0.0000,0.0000,0.0000,0.0006,53,1_LaneL_3_1,10000.0000,82.8989,0.0000,19,-90.9489,101.6500
123.00,0.0000,3982.5173,NULL,0.0000,0.0000,0.0000,0.0006,54,4_LaneR_2_1,10000.0000,76.3978,0.0000,16,-115.5522,-201.6500
123.00,-0.4472,2260.2946,NULL,0.0000,0.0000,0.0000,66.3795,55,1_LaneMid_Dn_3_0,10000.0000,58.6271,12.6639,0,-104.9500,33.3229
123.00,0.0000,2925.6783,NULL,0.0000,0.0000,0.0000,0.0006,56,1_LaneR_1_0,10000.0000,76.3980,0.0000,13,-215.5520,95.0500
123.00,0.0000,4010.1419,NULL,0.0000,0.0000,0.0000,0.0006,57,1_LaneR_1_0,10000.0000,82.8990,0.0000,22,-209.0510,95.0500
123.00,0.7551,2314.2584,NULL,0.0000,0.0000,0.0000,91.4743,59,2_LaneMid_Dn_2_0,10000.0000,47.5670,13.7548,0,-204.9500,-55.6170
123.00,0.0000,4008.2296,NULL,0.0000,0.0000,0.0000,0.0006,60,2_LaneR_2_0,10000.0000,82.8989,0.0000,22,-109.0511,-4.9500
123.00,0.0000,3475.9640,NULL,0.0000,0.0000,0.0000,0.0006,61,1_LaneL_4_1,10000.0000,82.8989,0.0000,37,9.0511,101.6500
123.00,0.0000,2268.6422,NULL,0.0000,0.0000,0.0000,0.0006,62,4_LaneMid_Dn_4_1,10000.0000,82.8990,0.0000,4,-1.6500,-290.9490
123.00,0.0000,3379.1420,NULL,0.0000,0.0000,0.0000,0.0006,63,0_LaneMid_Up_3_1,10000.0000,82.8990,0.0000,14,-98.3500,190.9490
123.00,-0.3570,2020.4880,NULL,0.0000,0.0000,0.0000,68.4644,64,:gneJ205_1_0,10000.0000,13.5777,12.7915,0,-204.9500,-105.5277
123.00,0.0000,3976.7804,NULL,0.0000,0.0000,0.0000,0.0006,65,1_LaneL_4_1,10000.0000,76.3978,0.0000,22,15.5522,101.6500
123.00,-2.9672,1606.5948,NULL,0.0000,0.0000,0.0000,18.5288,66,3_LaneMid_Up_4_0,10000.0000,73.1609,10.4299,0,4.9500,-118.7891
123.00,0.0000,2807.7788,NULL,0.0000,0.0000,0.0000,0.0006,67,2_LaneR_4_1,10000.0000,82.8990,0.0000,10,90.9490,-1.6500
123.00,0.8094,1704.9620,NULL,0.0000,0.0000,0.0000,90.9554,68,2_LaneMid_Dn_3_1,10000.0000,4.3930,13.5606,0,-101.6500,-12.4430
123.00,0.5128,1725.0531,NULL,0.0000,0.0000,0.0000,86.5431,69,1_LaneMid_Dn_3_0,10000.0000,6.8469,13.5716,0,-104.9500,85.1031
123.00,0.0000,3443.6351,NULL,0.0000,0.0000,0.0000,0.0006,7,2_LaneR_3_0,10000.0000,69.8968,0.0000,16,-22.0532,-4.9500
123.00,0.0000,2962.2096,NULL,0.0000,0.0000,0.0000,0.0006,70,1_LaneL_1_1,10000.0000,76.3980,0.0000,14,-284.4480,101.6500
123.00,0.0000,3946.0562,NULL,0.0000,0.0000,0.0000,0.0006,71,4_LaneL_4_0,10000.0000,82.8989,0.0000,17,9.0511,-195.0500
123.00,0.2513,1339.1466,NULL,0.0000,0.0000,0.0000,80.3124,72,4_LaneMid_Up_1_0,10000.0000,41.4817,13.2222,0,-295.0500,-250.4683
123.00,0.0000,3477.7160,NULL,0.0000,0.0000,0.0000,0.0006,73,1_LaneL_2_0,10000.0000,82.8989,0.0000,23,-190.9489,104.9500
123.00,0.0000,4010.0316,NULL,0.0000,0.0000,0.0000,0.0006,74,3_LaneR_1_1,10000.0000,82.8990,0.0000,19,-209.0510,-101.6500
123.00,-4.5000,2248.7825,NULL,0.0000,0.0000,0.0000,-3.3996,76,1_LaneMid_Up_4_1,10000.0000,79.3838,9.3087,0,1.6500,87.4338
123.00,-0.3236,1796.4750,NULL,0.0000,0.0000,0.0000,68.4078,77,0_LaneMid_Dn_5_0,10000.0000,56.7763,12.6886,0,95.0500,135.1737
123.00,0.0000,4538.4621,NULL,0.0000,0.0000,0.0000,0.0006,78,2_LaneL_2_0,10000.0000,82.8990,0.0000,34,-190.9490,4.9500
123.00,-2.9009,1919.9094,NULL,0.0000,0.0000,0.0000,19.8176,79,2_LaneMid_Up_1_0,10000.0000,75.0691,10.5318,0,-295.0500,-16.8809
123.00,0.0000,2873.4860,NULL,0.0000,0.0000,0.0000,0.0006,80,2_LaneL_3_0,10000.0000,69.8968,0.0000,7,-77.9468,4.9500
123.00,0.0000,3988.5395,NULL,0.0000,0.0000,0.0000,0.0006,81,1_LaneR_2_0,10000.0000,76.3979,0.0000,19,-115.5521,95.0500
123.00,0.0000,3450.9883,NULL,0.0000,0.0000,0.0000,0.0006,82,1_LaneL_2_0,10000.0000,76.3979,0.0000,10,-184.4479,104.9500
123.00,0.0000,4541.5743,NULL,0.0000,0.0000,0.0000,0.0006,83,2_LaneL_1_1,10000.0000,82.8990,0.0000,29,-290.9490,1.6500
123.00,0.0000,4003.4236,NULL,0.0000,0.0000,0.0000,0.0006,84,2_LaneL_4_0,10000.0000,82.8990,0.0000,20,9.0510,4.9500
123.00,0.0000,3485.1350,NULL,0.0000,0.0000,0.0000,0.0006,85,2_LaneL_1_1,10000.0000,63.3959,0.0000,10,-271.4459,1.6500
123.00,0.0000,4041.6239,NULL,0.0000,0.0000,0.0000,0.0006,86,2_LaneL_4_0,10000.0000,76.3979,0.0000,18,15.5521,4.9500
123.00,0.0000,4540.4477,NULL,0.0000,0.0000,0.0000,0.0006,87,1_LaneL_1_1,10000.0000,82.8990,0.0000,24,-290.9490,101.6500
123.00,0.0000,4539.5273,NULL,0.0000,0.0000,0.0000,0.0006,88,3_LaneL_3_0,10000.0000,82.8990,0.0000,23,-90.9490,-95.0500
123.00,0.0000,4539.7751,NULL,0.0000,0.0000,0.0000,0.0006,89,2_LaneL_3_0,10000.0000,82.8989,0.0000,22,-90.9489,4.9500
123.00,0.0000,4000.2399,NULL,0.0000,0.0000,0.0000,0.0006,90,1_LaneR_0_0,10000.0000,82.8990,0.0000,15,-309.0510,95.0500
123.00,0.0000,4535.5569,NULL,0.0000,0.0000,0.0000,0.0006,91,1_LaneL_3_0,10000.0000,82.8989,0.0000,21,-90.9489,104.9500
123.00,-0.0127,3350.1721,NULL,0.0000,0.0000,0.0000,0.0623,92,1_LaneR_0_1,10000.0000,82.8925,0.0109,2,-309.0575,98.3500
123.00,0.0000,4075.5844,NULL,0.0000,0.0000,0.0000,0.0006,93,2_LaneL_4_0,10000.0000,69.8969,0.0000,12,22.0531,4.9500
123.00,0.0000,4036.8845,NULL,0.0000,0.0000,0.0000,0.0006,94,1_LaneR_0_0,10000.0000,76.3979,0.0000,11,-315.5521,95.0500
123.00,0.0000,3997.4486,NULL,0.0000,0.0000,0.0000,0.0006,95,3_LaneR_0_0,10000.0000,82.8989,0.0000,11,-309.0511,-104.9500
123.00,0.0000,4002.7738,NULL,0.0000,0.0000,0.0000,0.0006,96,4_LaneL_3_0,10000.0000,82.8989,0.0000,8,-90.9489,-195.0500
123.00,-0.0008,3954.9887,NULL,0.0000,0.0000,0.0000,0.0289,97,3_LaneR_3_1,10000.0000,82.8988,0.0050,3,-9.0512,-101.6500
123.00,0.1945,3319.7301,NULL,0.0000,0.0000,0.0000,78.1421,98,1_LaneMid_Dn_0_1,10000.0000,75.8368,13.0111,0,-401.6500,16.1132
123.00,-3.9177,3944.2182,NULL,0.0000,0.0000,0.0000,-2.0848,99,1_LaneL_1_0,10000.0000,82.8477,3.9280,0,-290.8977,104.9500
124.00,0.0000,2765.1844,NULL,0.0000,0.0000,0.0000,0.0006,0,2_LaneL_2_1,10000.0000,82.8989,0.0000,11,-190.9489,1.6500
124.00,0.0000,486.7785,NULL,0.0000,0.0000,0.0000,0.0006,10,3_LaneR_4_1,10000.0000,82.8989,0.0000,14,90.9489,-101.6500
124.00,-0.0520,3236.9716,NULL,0.0000,0.0000,0.0000,73.0689,100,:gneJ141_8_0,10000.0000,1.2867,12.6750,0,-403.1124,201.0494
124.00,0.0000,553.6913,NULL,0.0000,0.0000,0.0000,0.0006,12,4_LaneMid_Dn_2_1,10000.0000,82.8989,0.0000,15,-201.6500,-290.9489
124.00,-3.8315,578.1443,NULL,0.0000,0.0000,0.0000,-3.6568,13,1_LaneL_3_0,10000.0000,76.2597,0.3964,0,-84.3097,104.9500
124.00,0.0000,3392.6610,NULL,0.0000,0.0000,0.0000,0.0006,15,2_LaneR_3_1,10000.0000,76.3979,0.0000,15,-15.5521,-1.6500
124.00,0.0000,2813.2511,NULL,0.0000,0.0000,0.0000,0.0006,17,0_LaneMid_Up_2_0,10000.0000,82.8989,0.0000,22,-195.0500,190.9489
124.00,0.0000,1653.9113,NULL,0.0000,0.0000,0.0000,0.0006,18,4_LaneMid_Dn_3_0,10000.0000,82.8990,0.0000,15,-104.9500,-290.9490
124.00,-0.0022,1751.2867,NULL,0.0000,0.0000,0.0000,0.0051,2,2_LaneL_1_0,10000.0000,76.3973,0.0008,3,-284.4473,4.9500
124.00,-0.0001,3519.8885,NULL,0.0000,0.0000,0.0000,0.0006,20,2_LaneR_3_0,10000.0000,76.3979,0.0000,22,-15.5521,-4.9500
124.00,0.0000,2765.3871,NULL,0.0000,0.0000,0.0000,0.0006,21,3_LaneL_4_0,10000.0000,82.8990,0.0000,14,9.0510,-95.0500
124.00,0.0000,2175.0125,NULL,0.0000,0.0000,0.0000,0.0006,22,2_LaneL_1_0,10000.0000,82.8990,0.0000,20,-290.9490,4.9500
124.00,0.0000,2258.6743,NULL,0.0000,0.0000,0.0000,0.0006,23,2_LaneL_1_1,10000.0000,69.8969,0.0000,12,-277.9469,1.6500
124.00,0.0000,2769.2011,NULL,0.0000,0.0000,0.0000,0.0006,24,3_LaneL_2_1,10000.0000,82.8990,0.0000,20,-190.9490,-98.3500
124.00,0.0000,4014.5856,NULL,0.0000,0.0000,0.0000,0.0006,26,4_LaneL_1_0,10000.0000,82.8990,0.0000,22,-290.9490,-195.0500
124.00,0.4915,1367.6857,NULL,0.0000,0.0000,0.0000,85.4344,27,1_LaneMid_Dn_5_0,10000.0000,20.9266,13.4523,0,95.0500,71.0234
124.00,-4.5000,1653.3065,NULL,0.0000,0.0000,0.0000,-4.4422,29,1_LaneL_0_1,10000.0000,75.7158,4.6332,0,-383.7658,101.6500
124.00,0.0000,3482.9654,NULL,0.0000,0.0000,0.0000,0.0006,31,3_LaneR_1_0,10000.0000,82.8989,0.0000,23,-209.0511,-104.9500
124.00,0.0000,1044.5610,NULL,0.0000,0.0000,0.0000,0.0006,32,1_LaneL_0_0,10000.0000,82.8990,0.0000,14,-390.9490,104.9500
124.00,0.0000,3351.2465,NULL,0.0000,0.0000,0.0000,0.0006,33,1_LaneR_1_1,10000.0000,82.8990,0.0000,21,-209.0510,98.3500
124.00,-4.5000,1610.7524,NULL,0.0000,0.0000,0.0000,-3.9486,34,2_LaneMid_Dn_2_1,10000.0000,79.2631,6.9617,0,-201.6500,-87.3131
124.00,0.0000,4012.6572,NULL,0.0000,0.0000,0.0000,0.0006,35,2_LaneR_1_0,10000.0000,82.8990,0.0000,22,-209.0510,-4.9500
124.00,0.0000,2860.1568,NULL,0.0000,0.0000,0.0000,0.0006,37,2_LaneL_3_0,10000.0000,76.3979,0.0000,15,-84.4479,4.9500
124.00,0.0000,4015.1097,NULL,0.0000,0.0000,0.0000,0.0006,38,1_LaneR_2_0,10000.0000,82.8990,0.0000,24,-109.0510,95.0500
124.00,0.0000,4003.5841,NULL,0.0000,0.0000,0.0000,0.0006,39,4_LaneL_3_1,10000.0000,82.8990,0.0000,22,-90.9490,-198.3500
124.00,0.0000,3948.4826,NULL,0.0000,0.0000,0.0000,0.0006,40,2_LaneR_2_1,10000.0000,82.8990,0.0000,23,-109.0510,-1.6500
124.00,0.0000,4013.7047,NULL,0.0000,0.0000,0.0000,0.0006,41,2_LaneL_3_1,10000.0000,82.8990,0.0000,21,-90.9490,1.6500
124.00,0.0000,4012.0574,NULL,0.0000,0.0000,0.0000,0.0006,42,2_LaneR_3_0,10000.0000,82.8989,0.0000,23,-9.0511,-4.9500
124.00,-4.3095,2757.5729,NULL,0.0000,0.0000,0.0000,-2.5453,43,:gneJ142_2_0,10000.0000,3.8586,6.4804,0,-295.7715,201.1002
124.00,0.0000,3978.0990,NULL,0.0000,0.0000,0.0000,0.0006,45,2_LaneL_1_1,10000.0000,76.3979,0.0000,21,-284.4479,1.6500
124.00,0.0000,2210.2526,NULL,0.0000,0.0000,0.0000,0.0006,46,4_LaneMid_Dn_2_0,10000.0000,82.8990,0.0000,17,-204.9500,-290.9490
124.00,0.0000,4014.0333,NULL,0.0000,0.0000,0.0000,0.0006,47,2_LaneR_3_1,10000.0000,82.8989,0.0000,17,-9.0511,-1.6500
124.00,0.0000,2797.5823,NULL,0.0000,0.0000,0.0000,0.0006,48,1_LaneL_3_1,10000.0000,76.3978,0.0000,7,-84.4478,101.6500
124.00,0.0000,3940.7262,NULL,0.0000,0.0000,0.0000,0.0006,49,4_LaneR_2_1,10000.0000,82.8989,0.0000,19,-109.0511,-201.6500
124.00,0.0000,2811.2092,NULL,0.0000,0.0000,0.0000,0.0006,50,4_LaneR_4_1,10000.0000,82.8989,0.0000,22,90.9489,-201.6500
124.00,0.0000,3998.0683,NULL,0.0000,0.0000,0.0000,0.0006,51,2_LaneL_3_1,10000.0000,76.3980,0.0000,16,-84.4480,1.6500
124.00,0.0000,2289.1265,NULL,0.0000,0.0000,0.0000,0.0006,52,1_LaneL_0_1,10000.0000,82.8989,0.0000,22,-390.9489,101.6500
124.00,0.0000,2778.5493,NULL,0.0000,0.0000,0.0000,0.0006,53,1_LaneL_3_1,10000.0000,82.8989,0.0000,20,-90.9489,101.6500
124.00,0.0000,3982.5167,NULL,0.0000,0.0000,0.0000,0.0006,54,4_LaneR_2_1,10000.0000,76.3978,0.0000,17,-115.5522,-201.6500
124.00,-0.8454,2204.2950,NULL,0.0000,0.0000,0.0000,55.9995,55,1_LaneMid_Dn_3_0,10000.0000,70.4455,11.8185,0,-104.9500,21.5045
124.00,0.0000,2925.6778,NULL,0.0000,0.0000,0.0000,0.0006,56,1_LaneR_1_0,10000.0000,76.3980,0.0000,14,-215.5520,95.0500
124.00,0.0000,4010.1414,NULL,0.0000,0.0000,0.0000,0.0006,57,1_LaneR_1_0,10000.0000,82.8990,0.0000,23,-209.0510,95.0500
124.00,-0.9614,2255.3144,NULL,0.0000,0.0000,0.0000,58.9440,59,2_LaneMid_Dn_2_0,10000.0000,60.3604,12.7934,0,-204.9500,-68.4104
124.00,0.0000,4008.2290,NULL,0.0000,0.0000,0.0000,0.0006,60,2_LaneR_2_0,10000.0000,82.8989,0.0000,23,-109.0511,-4.9500
124.00,0.0000,3475.9635,NULL,0.0000,0.0000,0.0000,0.0006,61,1_LaneL_4_1,10000.0000,82.8989,0.0000,38,9.0511,101.6500
124.00,0.0000,2268.6417,NULL,0.0000,0.0000,0.0000,0.0006,62,4_LaneMid_Dn_4_1,10000.0000,82.8990,0.0000,5,-1.6500,-290.9490
124.00,0.0000,3379.1415,NULL,0.0000,0.0000,0.0000,0.0006,63,0_LaneMid_Up_3_1,10000.0000,82.8990,0.0000,15,-98.3500,190.9490
124.00,0.5375,1935.1691,NULL,0.0000,0.0000,0.0000,85.3189,64,3_LaneMid_Dn_2_0,10000.0000,10.8067,13.3289,0,-204.9500,-118.8567
124.00,0.0000,3976.7799,NULL,0.0000,0.0000,0.0000,0.0006,65,1_LaneL_4_1,10000.0000,76.3978,0.0000,23,15.5522,101.6500
124.00,-3.4415,1601.7579,NULL,0.0000,0.0000,0.0000,4.8368,66,3_LaneMid_Up_4_0,10000.0000,80.1493,6.9884,0,4.9500,-111.8007
124.00,0.0000,2807.7782,NULL,0.0000,0.0000,0.0000,0.0006,67,2_LaneR_4_1,10000.0000,82.8990,0.0000,11,90.9490,-1.6500
124.00,-0.3456,1633.9747,NULL,0.0000,0.0000,0.0000,70.9874,68,2_LaneMid_Dn_3_1,10000.0000,17.6079,13.2149,0,-101.6500,-25.6579
124.00,-0.6885,1661.2919,NULL,0.0000,0.0000,0.0000,63.7611,69,1_LaneMid_Dn_3_0,10000.0000,19.7300,12.8831,0,-104.9500,72.2200
124.00,0.0001,3443.6338,NULL,0.0000,0.0000,0.0000,0.0013,7,2_LaneR_3_0,10000.0000,69.8969,0.0001,17,-22.0531,-4.9500
124.00,0.0000,2962.2090,NULL,0.0000,0.0000,0.0000,0.0006,70,1_LaneL_1_1,10000.0000,76.3980,0.0000,15,-284.4480,101.6500
124.00,0.0000,3946.0557,NULL,0.0000,0.0000,0.0000,0.0006,71,4_LaneL_4_0,10000.0000,82.8989,0.0000,18,9.0511,-195.0500
124.00,-0.0444,1263.6440,NULL,0.0000,0.0000,0.0000,75.5026,72,4_LaneMid_Up_1_0,10000.0000,54.6595,13.1778,0,-295.0500,-237.2905
124.00,0.0000,3477.7154,NULL,0.0000,0.0000,0.0000,0.0006,73,1_LaneL_2_0,10000.0000,82.8989,0.0000,24,-190.9489,104.9500
124.00,0.0000,4010.0310,NULL,0.0000,0.0000,0.0000,0.0006,74,3_LaneR_1_1,10000.0000,82.8990,0.0000,20,-209.0510,-101.6500
124.00,-4.5000,2253.1889,NULL,0.0000,0.0000,0.0000,-4.4064,76,:gneJ164_9_1,10000.0000,0.2925,4.8087,0,1.6500,92.2425
124.00,0.9487,1702.9066,NULL,0.0000,0.0000,0.0000,93.5683,77,0_LaneMid_Dn_5_0,10000.0000,70.4136,13.6373,0,95.0500,121.5364
124.00,0.0000,4538.4616,NULL,0.0000,0.0000,0.0000,0.0006,78,2_LaneL_2_0,10000.0000,82.8990,0.0000,35,-190.9490,4.9500
