timestep_time,vehicle_acceleration,vehicle_actualBatteryCapacity,vehicle_chargingStationId,vehicle_energyCharged,vehicle_energyChargedInTransit,vehicle_energyChargedStopped,vehicle_energyConsumed,vehicle_id,vehicle_lane,vehicle_maximumBatteryCapacity,vehicle_posOnLane,vehicle_speed,vehicle_timeStopped,vehicle_x,vehicle_y
0.00,0.0000,5000.0000,NULL,0.0000,0.0000,0.0000,0.0000,0,4_LaneR_2_0,10000.0000,4.6000,0.0000,0,-187.3500,-204.9500
1.00,1.4417,4990.5690,NULL,0.0000,0.0000,0.0000,9.4310,0,4_LaneR_2_0,10000.0000,6.0417,1.4417,0,-185.9083,-204.9500
1.00,0.0000,5000.0000,NULL,0.0000,0.0000,0.0000,0.0000,1,2_LaneMid_Up_1_0,10000.0000,4.6000,0.0000,0,-295.0500,-87.3500
2.00,2.5409,4959.7773,NULL,0.0000,0.0000,0.0000,30.7917,0,4_LaneR_2_1,10000.0000,10.0243,3.9826,0,-181.9257,-201.6500
2.00,1.6738,4988.8227,NULL,0.0000,0.0000,0.0000,11.1773,1,2_LaneMid_Up_1_0,10000.0000,6.2738,1.6738,0,-295.0500,-85.6762
2.00,0.0000,5000.0000,NULL,0.0000,0.0000,0.0000,0.0000,2,4_LaneMid_Dn_3_0,10000.0000,4.6000,0.0000,0,-104.9500,-212.6500
3.00,1.8331,4916.0304,NULL,0.0000,0.0000,0.0000,43.7468,0,4_LaneR_2_1,10000.0000,15.8399,5.8156,0,-176.1101,-201.6500
3.00,2.5433,4955.9863,NULL,0.0000,0.0000,0.0000,32.8363,1,2_LaneMid_Up_1_0,10000.0000,10.4908,4.2171,0,-295.0500,-81.4592
3.00,1.9611,4986.5724,NULL,0.0000,0.0000,0.0000,13.4276,2,4_LaneMid_Dn_3_0,10000.0000,6.5611,1.9611,0,-104.9500,-214.6111
3.00,0.0000,5000.0000,NULL,0.0000,0.0000,0.0000,0.0000,3,3_LaneMid_Dn_0_0,10000.0000,4.6000,0.0000,0,-404.9500,-112.6500
4.00,1.8911,4856.9216,NULL,0.0000,0.0000,0.0000,59.1088,0,4_LaneR_2_1,10000.0000,23.5466,7.7068,0,-168.4034,-201.6500
4.00,1.6313,4912.9540,NULL,0.0000,0.0000,0.0000,43.0324,1,2_LaneMid_Up_1_0,10000.0000,16.3392,5.8484,0,-295.0500,-75.6108
4.00,2.2782,4954.1101,NULL,0.0000,0.0000,0.0000,32.4623,2,4_LaneMid_Dn_3_0,10000.0000,10.8005,4.2394,0,-104.9500,-218.8505
4.00,1.6338,4989.1281,NULL,0.0000,0.0000,0.0000,10.8719,3,3_LaneMid_Dn_0_0,10000.0000,6.2338,1.6338,0,-404.9500,-114.2838
4.00,0.0000,5000.0000,NULL,0.0000,0.0000,0.0000,0.0000,4,2_LaneMid_Up_2_0,10000.0000,4.6000,0.0000,0,-195.0500,-87.3500
5.00,2.0123,4780.5599,NULL,0.0000,0.0000,0.0000,76.3618,0,4_LaneR_2_1,10000.0000,33.2657,9.7190,0,-158.6843,-201.6500
5.00,1.8638,4853.9880,NULL,0.0000,0.0000,0.0000,58.9660,1,2_LaneMid_Up_1_1,10000.0000,24.0515,7.7122,0,-298.3500,-67.8985
5.00,1.9940,4906.2491,NULL,0.0000,0.0000,0.0000,47.8611,2,4_LaneMid_Dn_3_0,10000.0000,17.0338,6.2334,0,-104.9500,-225.0838
5.00,1.7251,4964.9311,NULL,0.0000,0.0000,0.0000,24.1970,3,3_LaneMid_Dn_0_1,10000.0000,9.5926,3.3589,0,-401.6500,-117.6426
5.00,2.5922,4981.2896,NULL,0.0000,0.0000,0.0000,18.7104,4,2_LaneMid_Up_2_0,10000.0000,7.1922,2.5922,0,-195.0500,-84.7578
5.00,0.0000,5000.0000,NULL,0.0000,0.0000,0.0000,0.0000,5,2_LaneL_2_0,10000.0000,4.6000,0.0000,0,-112.6500,4.9500
6.00,2.5399,4677.1061,NULL,0.0000,0.0000,0.0000,103.4537,0,4_LaneR_2_1,10000.0000,45.5246,12.2590,0,-146.4254,-201.6500
6.00,2.5217,4768.6453,NULL,0.0000,0.0000,0.0000,85.3427,1,2_LaneMid_Up_1_1,10000.0000,34.2854,10.2339,0,-298.3500,-57.6646
6.00,1.7113,4846.5312,NULL,0.0000,0.0000,0.0000,59.7178,2,4_LaneMid_Dn_3_0,10000.0000,24.9785,7.9447,0,-104.9500,-233.0285
6.00,1.4617,4930.4126,NULL,0.0000,0.0000,0.0000,34.5185,3,3_LaneMid_Dn_0_1,10000.0000,14.4132,4.8206,0,-401.6500,-122.4632
6.00,2.1814,4944.6304,NULL,0.0000,0.0000,0.0000,36.6592,4,2_LaneMid_Up_2_0,10000.0000,11.9658,4.7736,0,-195.0500,-79.9842
6.00,2.2561,4984.1611,NULL,0.0000,0.0000,0.0000,15.8389,5,2_LaneL_2_0,10000.0000,6.8561,2.2561,0,-114.9061,4.9500
6.00,0.0000,5000.0000,NULL,0.0000,0.0000,0.0000,0.0000,6,0_LaneR_4_0,10000.0000,4.6000,0.0000,0,12.6500,195.0500
7.00,1.1155,4582.9850,NULL,0.0000,0.0000,0.0000,94.1211,0,4_LaneR_2_1,10000.0000,58.8991,13.3744,0,-133.0509,-201.6500
7.00,1.7765,4676.2192,NULL,0.0000,0.0000,0.0000,92.4261,1,2_LaneMid_Up_1_1,10000.0000,46.2958,12.0104,0,-298.3500,-45.6542
7.00,1.4461,4777.9429,NULL,0.0000,0.0000,0.0000,68.5884,2,4_LaneMid_Dn_3_0,10000.0000,34.3693,9.3908,0,-104.9500,-242.4193
7.00,1.3792,4886.0749,NULL,0.0000,0.0000,0.0000,44.3377,3,3_LaneMid_Dn_0_1,10000.0000,20.6131,6.1999,0,-401.6500,-128.6631
7.00,1.5284,4898.6921,NULL,0.0000,0.0000,0.0000,45.9383,4,2_LaneMid_Up_2_0,10000.0000,18.2678,6.3020,0,-195.0500,-73.6822
7.00,2.2008,4950.0737,NULL,0.0000,0.0000,0.0000,34.0874,5,2_LaneL_2_0,10000.0000,11.3131,4.4569,0,-119.3631,4.9500
7.00,1.9331,4986.7958,NULL,0.0000,0.0000,0.0000,13.2042,6,0_LaneR_4_0,10000.0000,6.5331,1.9331,0,14.5831,195.0500
7.00,0.0000,5000.0000,NULL,0.0000,0.0000,0.0000,0.0000,7,1_LaneL_3_0,10000.0000,4.6000,0.0000,0,-12.6500,104.9500
8.00,-0.9132,4524.8806,NULL,0.0000,0.0000,0.0000,58.1044,0,4_LaneR_2_1,10000.0000,71.3603,12.4612,0,-120.5897,-201.6500
8.00,1.4873,4575.8857,NULL,0.0000,0.0000,0.0000,100.3335,1,2_LaneMid_Up_1_1,10000.0000,59.7935,13.4977,0,-298.3500,-32.1565
8.00,1.3564,4700.1065,NULL,0.0000,0.0000,0.0000,77.8363,2,4_LaneMid_Dn_3_0,10000.0000,45.1165,10.7472,0,-104.9500,-253.1665
8.00,1.6061,4828.1957,NULL,0.0000,0.0000,0.0000,57.8792,3,3_LaneMid_Dn_0_1,10000.0000,28.4191,7.8060,0,-401.6500,-136.4691
8.00,2.3932,4827.8074,NULL,0.0000,0.0000,0.0000,70.8848,4,2_LaneMid_Up_2_1,10000.0000,26.9629,8.6952,0,-198.3500,-64.9871
8.00,2.5579,4892.7520,NULL,0.0000,0.0000,0.0000,57.3217,5,2_LaneL_2_0,10000.0000,18.3279,7.0148,0,-126.3779,4.9500
8.00,2.2923,4954.4188,NULL,0.0000,0.0000,0.0000,32.3770,6,0_LaneR_4_0,10000.0000,10.7586,4.2254,0,18.8086,195.0500
8.00,1.8924,4987.1195,NULL,0.0000,0.0000,0.0000,12.8805,7,1_LaneL_3_0,10000.0000,6.4924,1.8924,0,-14.5424,104.9500
8.00,0.0000,5000.0000,NULL,0.0000,0.0000,0.0000,0.0000,8,2_LaneMid_Up_4_0,10000.0000,4.6000,0.0000,0,4.9500,-87.3500
9.00,-4.5000,4528.6027,NULL,0.0000,0.0000,0.0000,-3.7221,0,4_LaneR_2_1,10000.0000,79.3215,7.9612,0,-112.6285,-201.6500
9.00,-0.8616,4516.1129,NULL,0.0000,0.0000,0.0000,59.7728,1,2_LaneMid_Up_1_1,10000.0000,72.4296,12.6361,0,-298.3500,-19.5204
9.00,2.3099,4592.4065,NULL,0.0000,0.0000,0.0000,107.7001,2,4_LaneMid_Dn_3_0,10000.0000,58.1736,13.0571,0,-104.9500,-266.2236
9.00,2.2567,4746.7438,NULL,0.0000,0.0000,0.0000,81.4519,3,3_LaneMid_Dn_0_1,10000.0000,38.4818,10.0627,0,-401.6500,-146.5318
9.00,2.1693,4740.4236,NULL,0.0000,0.0000,0.0000,87.3837,4,2_LaneMid_Up_2_1,10000.0000,37.8274,10.8645,0,-198.3500,-54.1226
9.00,2.0653,4821.1834,NULL,0.0000,0.0000,0.0000,71.5686,5,2_LaneL_2_0,10000.0000,27.4079,9.0801,0,-135.4579,4.9500
9.00,2.4370,4900.7752,NULL,0.0000,0.0000,0.0000,53.6435,6,0_LaneR_4_0,10000.0000,17.4210,6.6624,0,25.4710,195.0500
9.00,2.4318,4953.5907,NULL,0.0000,0.0000,0.0000,33.5288,7,1_LaneL_3_1,10000.0000,10.8166,4.3242,0,-18.8666,101.6500
9.00,1.7094,4988.5488,NULL,0.0000,0.0000,0.0000,11.4512,8,2_LaneMid_Up_4_0,10000.0000,6.3094,1.7094,0,4.9500,-85.6406
9.00,0.0000,5000.0000,NULL,0.0000,0.0000,0.0000,0.0000,9,2_LaneMid_Up_5_0,10000.0000,4.6000,0.0000,0,104.9500,-87.3500
10.00,-4.5000,4533.2796,NULL,0.0000,0.0000,0.0000,-4.6768,0,4_LaneR_2_1,10000.0000,82.7827,3.4612,0,-109.1673,-201.6500
10.00,0.4788,4433.0703,NULL,0.0000,0.0000,0.0000,83.0426,1,:gneJ200_9_1,10000.0000,1.6445,13.1149,0,-298.3500,-6.4055
10.00,0.0000,5000.0000,NULL,0.0000,0.0000,0.0000,0.0000,10,0_LaneMid_Dn_0_0,10000.0000,4.6000,0.0000,0,-404.9500,187.3500
10.00,-1.5309,4548.0567,NULL,0.0000,0.0000,0.0000,44.3497,2,4_LaneMid_Dn_3_0,10000.0000,69.6998,11.5262,0,-104.9500,-277.7498
10.00,1.7009,4657.1772,NULL,0.0000,0.0000,0.0000,89.5666,3,3_LaneMid_Dn_0_1,10000.0000,50.2454,11.7636,0,-401.6500,-158.2954
10.00,2.4843,4627.9591,NULL,0.0000,0.0000,0.0000,112.4646,4,2_LaneMid_Up_2_1,10000.0000,51.1761,13.3487,0,-198.3500,-40.7739
10.00,1.6698,4739.9346,NULL,0.0000,0.0000,0.0000,81.2487,5,2_LaneL_2_0,10000.0000,38.1578,10.7498,0,-146.2078,4.9500
10.00,1.7314,4837.3959,NULL,0.0000,0.0000,0.0000,63.3793,6,0_LaneR_4_0,10000.0000,25.8148,8.3939,0,33.8648,195.0500
10.00,2.2862,4901.1465,NULL,0.0000,0.0000,0.0000,52.4442,7,1_LaneL_3_1,10000.0000,17.4270,6.6104,0,-25.4770,101.6500
10.00,1.5448,4965.5035,NULL,0.0000,0.0000,0.0000,23.0453,8,2_LaneMid_Up_4_1,10000.0000,9.5636,3.2542,0,1.6500,-82.3864
10.00,1.8569,4987.3997,NULL,0.0000,0.0000,0.0000,12.6003,9,2_LaneMid_Up_5_0,10000.0000,6.4569,1.8569,0,104.9500,-85.4931
11.00,-3.3767,4536.2206,NULL,0.0000,0.0000,0.0000,-2.9410,0,4_LaneR_2_1,10000.0000,82.8672,0.0845,1,-109.0828,-201.6500
11.00,0.0210,4356.8062,NULL,0.0000,0.0000,0.0000,76.2641,1,:gneJ200_9_1,10000.0000,14.7804,13.1359,0,-298.3500,6.7304
11.00,2.1999,4984.6288,NULL,0.0000,0.0000,0.0000,15.3712,10,0_LaneMid_Dn_0_0,10000.0000,6.7999,2.1999,0,-404.9500,185.1501
11.00,0.0000,5000.0000,NULL,0.0000,0.0000,0.0000,0.0000,11,5_LaneR_2_0,10000.0000,4.6000,0.0000,0,-187.3500,-304.9500
11.00,-3.0391,4535.0650,NULL,0.0000,0.0000,0.0000,12.9917,2,4_LaneMid_Dn_3_0,10000.0000,78.1869,8.4871,0,-104.9500,-286.2369
11.00,2.0902,4545.5688,NULL,0.0000,0.0000,0.0000,111.6084,3,3_LaneMid_Dn_0_1,10000.0000,64.0992,13.8538,0,-401.6500,-172.1492
11.00,0.3029,4544.1493,NULL,0.0000,0.0000,0.0000,83.8098,4,2_LaneMid_Up_2_1,10000.0000,64.8278,13.6516,0,-198.3500,-27.1222
11.00,2.4026,4630.2361,NULL,0.0000,0.0000,0.0000,109.6986,5,2_LaneL_2_0,10000.0000,51.3102,13.1524,0,-159.3602,4.9500
11.00,1.7659,4759.8085,NULL,0.0000,0.0000,0.0000,77.5875,6,0_LaneR_4_0,10000.0000,35.9745,10.1597,0,44.0245,195.0500
11.00,1.3586,4843.8988,NULL,0.0000,0.0000,0.0000,57.2477,7,1_LaneL_3_1,10000.0000,25.3960,7.9690,0,-33.4460,101.6500
11.00,1.9597,4926.0120,NULL,0.0000,0.0000,0.0000,39.4915,8,2_LaneMid_Up_4_1,10000.0000,14.7775,5.2139,0,1.6500,-77.1725
11.00,2.3811,4954.7190,NULL,0.0000,0.0000,0.0000,32.6808,9,2_LaneMid_Up_5_1,10000.0000,10.6949,4.2380,0,101.6500,-81.2551
12.00,-0.0540,4536.0498,NULL,0.0000,0.0000,0.0000,0.1708,0,4_LaneR_2_1,10000.0000,82.8977,0.0305,2,-109.0523,-201.6500
12.00,0.3461,4273.4037,NULL,0.0000,0.0000,0.0000,83.4025,1,1_LaneMid_Up_1_1,10000.0000,12.1624,13.4820,0,-298.3500,20.2124
12.00,2.3673,4949.1800,NULL,0.0000,0.0000,0.0000,35.4488,10,0_LaneMid_Dn_0_1,10000.0000,11.3671,4.5672,0,-401.6500,180.5829
12.00,1.3935,4990.9239,NULL,0.0000,0.0000,0.0000,9.0761,11,5_LaneR_2_0,10000.0000,5.9935,1.3935,0,-185.9565,-304.9500
12.00,0.0000,5000.0000,NULL,0.0000,0.0000,0.0000,0.0000,12,1_LaneR_4_0,10000.0000,4.6000,0.0000,0,12.6500,95.0500
12.00,-3.9420,4536.9447,NULL,0.0000,0.0000,0.0000,-1.8796,2,4_LaneMid_Dn_3_0,10000.0000,82.7321,4.5451,0,-104.9500,-290.7821
12.00,-0.8854,4484.5437,NULL,0.0000,0.0000,0.0000,61.0251,3,3_LaneMid_Dn_0_1,10000.0000,77.0676,12.9684,0,-401.6500,-185.1176
12.00,0.1265,4462.3424,NULL,0.0000,0.0000,0.0000,81.8069,4,2_LaneMid_Up_2_1,10000.0000,78.6059,13.7782,0,-198.3500,-13.3441
12.00,0.4682,4544.0572,NULL,0.0000,0.0000,0.0000,86.1789,5,2_LaneL_2_0,10000.0000,64.9309,13.6207,0,-172.9809,4.9500
12.00,1.8627,4666.2549,NULL,0.0000,0.0000,0.0000,93.5536,6,0_LaneR_4_0,10000.0000,47.9970,12.0224,0,56.0470,195.0500
12.00,2.1593,4762.7944,NULL,0.0000,0.0000,0.0000,81.1045,7,1_LaneL_3_1,10000.0000,35.5243,10.1283,0,-43.5743,101.6500
12.00,1.3100,4879.7053,NULL,0.0000,0.0000,0.0000,46.3067,8,2_LaneMid_Up_4_1,10000.0000,21.3014,6.5239,0,1.6500,-70.6486
12.00,2.5129,4899.9320,NULL,0.0000,0.0000,0.0000,54.7870,9,2_LaneMid_Up_5_1,10000.0000,17.4458,6.7509,0,101.6500,-74.5042
13.00,-0.0295,4536.0439,NULL,0.0000,0.0000,0.0000,0.0059,0,4_LaneR_2_1,10000.0000,82.8988,0.0010,3,-109.0512,-201.6500
13.00,0.0310,4194.7255,NULL,0.0000,0.0000,0.0000,78.6783,1,1_LaneMid_Up_1_1,10000.0000,25.6753,13.5130,0,-298.3500,33.7253
13.00,2.1426,4896.6534,NULL,0.0000,0.0000,0.0000,52.5266,10,0_LaneMid_Dn_0_1,10000.0000,18.0769,6.7098,0,-401.6500,173.8731
13.00,2.3239,4962.7650,NULL,0.0000,0.0000,0.0000,28.1589,11,5_LaneR_2_1,10000.0000,9.7108,3.7174,0,-182.2392,-301.6500
13.00,1.6616,4988.9160,NULL,0.0000,0.0000,0.0000,11.0840,12,1_LaneR_4_0,10000.0000,6.2616,1.6616,0,14.3116,95.0500
13.00,0.0000,5000.0000,NULL,0.0000,0.0000,0.0000,0.0000,13,5_LaneL_2_0,10000.0000,4.6000,0.0000,0,-112.6500,-295.0500
13.00,-4.4130,4542.0498,NULL,0.0000,0.0000,0.0000,-5.1052,2,4_LaneMid_Dn_3_0,10000.0000,82.8642,0.1321,0,-104.9500,-290.9142
13.00,-4.5000,4487.9171,NULL,0.0000,0.0000,0.0000,-3.3734,3,:gneJ157_2_0,10000.0000,1.6360,8.4684,0,-401.4169,-193.5703
13.00,-0.3949,4391.2133,NULL,0.0000,0.0000,0.0000,71.1291,4,:gneJ198_9_1,10000.0000,8.0893,13.3833,0,-198.3500,0.0393
13.00,-4.2045,4545.2840,NULL,0.0000,0.0000,0.0000,-1.2268,5,2_LaneL_2_0,10000.0000,74.3471,9.4162,0,-182.3971,4.9500
13.00,1.2009,4572.0238,NULL,0.0000,0.0000,0.0000,94.2311,6,0_LaneR_4_0,10000.0000,61.2203,13.2233,0,69.2703,195.0500
13.00,1.8004,4670.7377,NULL,0.0000,0.0000,0.0000,92.0566,7,1_LaneL_3_1,10000.0000,47.4530,11.9287,0,-55.5030,101.6500
13.00,2.0498,4812.4230,NULL,0.0000,0.0000,0.0000,67.2823,8,2_LaneMid_Up_4_1,10000.0000,29.8751,8.5737,0,1.6500,-62.0749
13.00,1.7177,4836.0754,NULL,0.0000,0.0000,0.0000,63.8565,9,2_LaneMid_Up_5_1,10000.0000,25.9145,8.4686,0,101.6500,-66.0355
14.00,-0.0009,4536.0424,NULL,0.0000,0.0000,0.0000,0.0015,0,4_LaneR_2_1,10000.0000,82.8989,0.0002,4,-109.0511,-201.6500
14.00,-0.4357,4125.9250,NULL,0.0000,0.0000,0.0000,68.8005,1,1_LaneMid_Up_1_1,10000.0000,38.7525,13.0772,0,-298.3500,46.8025
14.00,1.4618,4837.0919,NULL,0.0000,0.0000,0.0000,59.5615,10,0_LaneMid_Dn_0_1,10000.0000,26.2485,8.1716,0,-401.6500,165.7015
14.00,2.5690,4911.7754,NULL,0.0000,0.0000,0.0000,50.9896,11,5_LaneR_2_1,10000.0000,15.9972,6.2864,0,-175.9528,-301.6500
14.00,2.4639,4957.0282,NULL,0.0000,0.0000,0.0000,31.8878,12,1_LaneR_4_0,10000.0000,10.3870,4.1254,0,18.4370,95.0500
14.00,1.3301,4991.3859,NULL,0.0000,0.0000,0.0000,8.6141,13,5_LaneL_2_0,10000.0000,5.9301,1.3301,0,-113.9801,-295.0500
14.00,0.0000,5000.0000,NULL,0.0000,0.0000,0.0000,0.0000,14,4_LaneMid_Dn_4_0,10000.0000,4.6000,0.0000,0,-4.9500,-212.6500
14.00,-0.1125,4541.9476,NULL,0.0000,0.0000,0.0000,0.1022,2,4_LaneMid_Dn_3_0,10000.0000,82.8838,0.0196,1,-104.9500,-290.9338
14.00,-4.5000,4492.0662,NULL,0.0000,0.0000,0.0000,-4.1490,3,:gneJ157_2_0,10000.0000,5.6044,3.9684,0,-400.3625,-197.3275
14.00,0.1131,4311.3416,NULL,0.0000,0.0000,0.0000,79.8718,4,1_LaneMid_Up_2_1,10000.0000,5.4857,13.4964,0,-198.3500,13.5357
14.00,-3.4827,4542.7196,NULL,0.0000,0.0000,0.0000,2.5644,5,2_LaneL_2_0,10000.0000,80.2805,5.9335,0,-188.3305,4.9500
14.00,-0.2573,4501.0432,NULL,0.0000,0.0000,0.0000,70.9806,6,0_LaneR_4_0,10000.0000,74.1863,12.9660,0,82.2363,195.0500
14.00,1.4087,4572.7356,NULL,0.0000,0.0000,0.0000,98.0022,7,1_LaneL_3_1,10000.0000,60.7903,13.3374,0,-68.8403,101.6500
14.00,1.9595,4729.9072,NULL,0.0000,0.0000,0.0000,82.5158,8,2_LaneMid_Up_4_1,10000.0000,40.4083,10.5332,0,1.6500,-51.5417
14.00,1.3976,4764.3868,NULL,0.0000,0.0000,0.0000,71.6887,9,2_LaneMid_Up_5_1,10000.0000,35.7807,9.8663,0,101.6500,-56.1693
15.00,-0.0002,4536.0418,NULL,0.0000,0.0000,0.0000,0.0006,0,4_LaneR_2_1,10000.0000,82.8989,0.0000,5,-109.0511,-201.6500
15.00,-0.0476,4051.3443,NULL,0.0000,0.0000,0.0000,74.5807,1,1_LaneMid_Up_1_1,10000.0000,51.7822,13.0296,0,-298.3500,59.8322
15.00,1.9938,4757.2460,NULL,0.0000,0.0000,0.0000,79.8459,10,0_LaneMid_Dn_0_1,10000.0000,36.4139,10.1654,0,-401.6500,155.5361
15.00,1.6907,4851.9569,NULL,0.0000,0.0000,0.0000,59.8185,11,5_LaneR_2_1,10000.0000,23.9743,7.9771,0,-167.9757,-301.6500
15.00,2.4680,4903.8285,NULL,0.0000,0.0000,0.0000,53.1997,12,1_LaneR_4_0,10000.0000,16.9804,6.5934,0,25.0304,95.0500
15.00,2.1543,4965.4407,NULL,0.0000,0.0000,0.0000,25.9451,13,5_LaneL_2_0,10000.0000,9.4145,3.4844,0,-117.4645,-295.0500
15.00,2.2148,4984.5053,NULL,0.0000,0.0000,0.0000,15.4947,14,4_LaneMid_Dn_4_0,10000.0000,6.8148,2.2148,0,-4.9500,-214.8648
15.00,0.0000,5000.0000,NULL,0.0000,0.0000,0.0000,0.0000,15,1_LaneL_3_0,10000.0000,4.6000,0.0000,0,-12.6500,104.9500
15.00,-0.0055,4541.8666,NULL,0.0000,0.0000,0.0000,0.0810,2,4_LaneMid_Dn_3_0,10000.0000,82.8979,0.0141,2,-104.9500,-290.9479
15.00,2.1169,4439.6217,NULL,0.0000,0.0000,0.0000,52.4444,3,:gneJ157_9_0,10000.0000,5.2797,6.0853,0,-395.8584,-201.0877
15.00,-0.1408,4236.3085,NULL,0.0000,0.0000,0.0000,75.0330,4,1_LaneMid_Up_2_1,10000.0000,18.8413,13.3556,0,-198.3500,26.8913
15.00,-4.2422,4546.9151,NULL,0.0000,0.0000,0.0000,-4.1955,5,2_LaneL_2_0,10000.0000,81.9717,1.6912,0,-190.0217,4.9500
15.00,0.7624,4400.8425,NULL,0.0000,0.0000,0.0000,100.2007,6,:gneJ146_6_0,10000.0000,4.0147,13.7284,0,94.9136,192.9264
15.00,-2.3937,4543.8214,NULL,0.0000,0.0000,0.0000,28.9142,7,1_LaneL_3_1,10000.0000,71.7340,10.9437,0,-79.7840,101.6500
15.00,2.2344,4625.6404,NULL,0.0000,0.0000,0.0000,104.2669,8,2_LaneMid_Up_4_1,10000.0000,53.1760,12.7677,0,1.6500,-38.7740
15.00,1.5847,4678.6232,NULL,0.0000,0.0000,0.0000,85.7636,9,2_LaneMid_Up_5_1,10000.0000,47.2317,11.4510,0,101.6500,-44.7183
16.00,0.0000,4536.0413,NULL,0.0000,0.0000,0.0000,0.0006,0,4_LaneR_2_1,10000.0000,82.8989,0.0000,6,-109.0511,-201.6500
16.00,-0.3154,3982.6689,NULL,0.0000,0.0000,0.0000,68.6754,1,1_LaneMid_Up_1_1,10000.0000,64.4964,12.7142,0,-298.3500,72.5464
16.00,2.4004,4652.7128,NULL,0.0000,0.0000,0.0000,104.5332,10,0_LaneMid_Dn_0_1,10000.0000,48.9796,12.5658,0,-401.6500,142.9704
16.00,1.3283,4785.1037,NULL,0.0000,0.0000,0.0000,66.8532,11,5_LaneR_2_1,10000.0000,33.2797,9.3054,0,-158.6703,-301.6500
16.00,1.5009,4844.5444,NULL,0.0000,0.0000,0.0000,59.2841,12,1_LaneR_4_0,10000.0000,25.0747,8.0943,0,33.1247,95.0500
16.00,1.7221,4926.9459,NULL,0.0000,0.0000,0.0000,38.4948,13,5_LaneL_2_0,10000.0000,14.6210,5.2065,0,-122.6710,-295.0500
16.00,2.5446,4946.9435,NULL,0.0000,0.0000,0.0000,37.5618,14,4_LaneMid_Dn_4_0,10000.0000,11.5742,4.7594,0,-4.9500,-219.6242
16.00,1.9760,4986.4535,NULL,0.0000,0.0000,0.0000,13.5465,15,1_LaneL_3_0,10000.0000,6.5760,1.9760,0,-14.6260,104.9500
16.00,0.0000,5000.0000,NULL,0.0000,0.0000,0.0000,0.0000,16,1_LaneMid_Dn_2_0,10000.0000,4.6000,0.0000,0,-204.9500,87.3500
16.00,-0.0132,4541.8609,NULL,0.0000,0.0000,0.0000,0.0057,2,4_LaneMid_Dn_3_0,10000.0000,82.8989,0.0009,3,-104.9500,-290.9489
16.00,1.8295,4374.1398,NULL,0.0000,0.0000,0.0000,65.4819,3,4_LaneR_0_1,10000.0000,3.9645,7.9148,0,-387.9855,-201.6500
16.00,0.0265,4158.4847,NULL,0.0000,0.0000,0.0000,77.8239,4,1_LaneMid_Up_2_1,10000.0000,32.2234,13.3821,0,-198.3500,40.2734
16.00,-1.0371,4544.6145,NULL,0.0000,0.0000,0.0000,2.3006,5,2_LaneL_2_0,10000.0000,82.6259,0.6541,0,-190.6759,4.9500
16.00,-0.7235,4321.6323,NULL,0.0000,0.0000,0.0000,79.2102,6,0_LaneMid_Dn_5_0,10000.0000,12.0196,13.0049,0,95.0500,179.9304
16.00,-3.6713,4541.4084,NULL,0.0000,0.0000,0.0000,2.4130,7,1_LaneL_3_1,10000.0000,79.0064,7.2724,0,-87.0564,101.6500
16.00,0.2600,4546.4117,NULL,0.0000,0.0000,0.0000,79.2286,8,2_LaneMid_Up_4_1,10000.0000,66.2037,13.0277,0,1.6500,-25.7463
16.00,1.9911,4571.8073,NULL,0.0000,0.0000,0.0000,106.8159,9,2_LaneMid_Up_5_1,10000.0000,60.6738,13.4421,0,101.6500,-31.2762
17.00,0.0000,4536.0407,NULL,0.0000,0.0000,0.0000,0.0006,0,4_LaneR_2_1,10000.0000,82.8989,0.0000,7,-109.0511,-201.6500
17.00,-0.2709,3914.8357,NULL,0.0000,0.0000,0.0000,67.8332,1,1_LaneMid_Up_1_1,10000.0000,76.9398,12.4434,0,-298.3500,84.9898
17.00,0.1709,4576.6115,NULL,0.0000,0.0000,0.0000,76.1012,10,0_LaneMid_Dn_0_1,10000.0000,61.7163,12.7366,0,-401.6500,130.2337
17.00,2.5810,4684.5138,NULL,0.0000,0.0000,0.0000,100.5899,11,5_LaneR_2_1,10000.0000,45.1660,11.8864,0,-146.7840,-301.6500
17.00,1.3248,4776.8857,NULL,0.0000,0.0000,0.0000,67.6587,12,1_LaneR_4_0,10000.0000,34.4938,9.4191,0,42.5438,95.0500
17.00,1.8860,4872.7793,NULL,0.0000,0.0000,0.0000,54.1666,13,5_LaneL_2_0,10000.0000,21.7134,7.0925,0,-129.7634,-295.0500
17.00,1.5326,4901.0575,NULL,0.0000,0.0000,0.0000,45.8859,14,4_LaneMid_Dn_4_0,10000.0000,17.8662,6.2920,0,-4.9500,-225.9162
17.00,1.7665,4959.1915,NULL,0.0000,0.0000,0.0000,27.2620,15,1_LaneL_3_1,10000.0000,10.3185,3.7425,0,-18.3685,101.6500
17.00,1.8547,4987.4174,NULL,0.0000,0.0000,0.0000,12.5826,16,1_LaneMid_Dn_2_0,10000.0000,6.4547,1.8547,0,-204.9500,85.4953
17.00,0.0000,5000.0000,NULL,0.0000,0.0000,0.0000,0.0000,17,2_LaneMid_Up_1_0,10000.0000,4.6000,0.0000,0,-295.0500,-87.3500
17.00,-0.0008,4541.8597,NULL,0.0000,0.0000,0.0000,0.0012,2,4_LaneMid_Dn_3_0,10000.0000,82.8990,0.0001,4,-104.9500,-290.9490
